seqname,source,feature,start,end,score,strand,frame,gene_id,gene_type,gene_name,level,tag,transcript_id,transcript_type,transcript_name,exon_number,exon_id,transcript_support_level,havana_transcript,hgnc_id,havana_gene,ont,protein_id,ccdsid,artif_dupl
chr12,ENSEMBL,gene,48771975,48772037,.,-,.,ENSG00000264201.1,miRNA,MIR4701,3,,,,,,,,,HGNC:41627,,,,,
chr12,ENSEMBL,transcript,48771975,48772037,.,-,.,ENSG00000264201.1,miRNA,MIR4701,3,GENCODE_Primary,ENST00000583094.1,miRNA,MIR4701-201,,,NA,,HGNC:41627,,,,,
chr12,ENSEMBL,exon,48771975,48772037,.,-,.,ENSG00000264201.1,miRNA,MIR4701,3,GENCODE_Primary,ENST00000583094.1,miRNA,MIR4701-201,1,ENSE00002712796.1,NA,,HGNC:41627,,,,,
chr12,ENSEMBL,gene,50234142,50234212,.,-,.,ENSG00000221604.1,miRNA,MIR1293,3,,,,,,,,,HGNC:35286,,,,,
chr12,ENSEMBL,transcript,50234142,50234212,.,-,.,ENSG00000221604.1,miRNA,MIR1293,3,GENCODE_Primary,ENST00000408677.1,miRNA,MIR1293-201,,,NA,,HGNC:35286,,,,,
chr12,ENSEMBL,exon,50234142,50234212,.,-,.,ENSG00000221604.1,miRNA,MIR1293,3,GENCODE_Primary,ENST00000408677.1,miRNA,MIR1293-201,1,ENSE00001565312.1,NA,,HGNC:35286,,,,,
chr12,ENSEMBL,gene,53056944,53057012,.,+,.,ENSG00000278108.1,miRNA,MIR6757,3,,,,,,,,,HGNC:50160,,,,,
chr12,ENSEMBL,transcript,53056944,53057012,.,+,.,ENSG00000278108.1,miRNA,MIR6757,3,GENCODE_Primary,ENST00000612099.1,miRNA,MIR6757-201,,,NA,,HGNC:50160,,,,,
chr12,ENSEMBL,exon,53056944,53057012,.,+,.,ENSG00000278108.1,miRNA,MIR6757,3,GENCODE_Primary,ENST00000612099.1,miRNA,MIR6757-201,1,ENSE00003730595.1,NA,,HGNC:50160,,,,,
chr12,ENSEMBL,gene,53991738,53991847,.,+,.,ENSG00000207924.3,miRNA,MIR196A2,3,,,,,,,,,HGNC:31568,,,,,
chr12,ENSEMBL,transcript,53991738,53991847,.,+,.,ENSG00000207924.3,miRNA,MIR196A2,3,GENCODE_Primary,ENST00000385189.3,miRNA,MIR196A2-201,,,NA,,HGNC:31568,,,,,
chr12,ENSEMBL,exon,53991738,53991847,.,+,.,ENSG00000207924.3,miRNA,MIR196A2,3,GENCODE_Primary,ENST00000385189.3,miRNA,MIR196A2-201,1,ENSE00002703414.3,NA,,HGNC:31568,,,,,
chr12,ENSEMBL,gene,54033950,54034045,.,+,.,ENSG00000207571.1,miRNA,MIR615,3,,,,,,,,,HGNC:32871,,,,,
chr12,ENSEMBL,transcript,54033950,54034045,.,+,.,ENSG00000207571.1,miRNA,MIR615,3,GENCODE_Primary,ENST00000384839.1,miRNA,MIR615-201,,,NA,,HGNC:32871,,,,,
chr12,ENSEMBL,exon,54033950,54034045,.,+,.,ENSG00000207571.1,miRNA,MIR615,3,GENCODE_Primary,ENST00000384839.1,miRNA,MIR615-201,1,ENSE00002719803.1,NA,,HGNC:32871,,,,,
chr12,ENSEMBL,gene,54231397,54231476,.,-,.,ENSG00000283803.1,miRNA,MIR3198-2,3,,,,,,,,,HGNC:41766,,,,,
chr12,ENSEMBL,transcript,54231397,54231476,.,-,.,ENSG00000283803.1,miRNA,MIR3198-2,3,GENCODE_Primary,ENST00000577868.1,miRNA,MIR3198-2-201,,,NA,,HGNC:41766,,,,,
chr12,ENSEMBL,exon,54231397,54231476,.,-,.,ENSG00000283803.1,miRNA,MIR3198-2,3,GENCODE_Primary,ENST00000577868.1,miRNA,MIR3198-2-201,1,ENSE00002699954.1,NA,,HGNC:41766,,,,,
chr12,ENSEMBL,gene,54337216,54337314,.,+,.,ENSG00000199122.3,miRNA,MIR148B,3,,,,,,,,,HGNC:31761,,,,,
chr12,ENSEMBL,transcript,54337216,54337314,.,+,.,ENSG00000199122.3,miRNA,MIR148B,3,GENCODE_Primary,ENST00000362252.3,miRNA,MIR148B-201,,,NA,,HGNC:31761,,,,,
chr12,ENSEMBL,exon,54337216,54337314,.,+,.,ENSG00000199122.3,miRNA,MIR148B,3,GENCODE_Primary,ENST00000362252.3,miRNA,MIR148B-201,1,ENSE00001437015.3,NA,,HGNC:31761,,,,,
chr12,ENSEMBL,gene,57194504,57194576,.,+,.,ENSG00000221365.1,miRNA,MIR1228,3,,,,,,,,,HGNC:33928,,,,,
chr12,ENSEMBL,transcript,57194504,57194576,.,+,.,ENSG00000221365.1,miRNA,MIR1228,3,GENCODE_Primary,ENST00000408438.1,miRNA,MIR1228-201,,,NA,,HGNC:33928,,,,,
chr12,ENSEMBL,exon,57194504,57194576,.,+,.,ENSG00000221365.1,miRNA,MIR1228,3,GENCODE_Primary,ENST00000408438.1,miRNA,MIR1228-201,1,ENSE00001565073.1,NA,,HGNC:33928,,,,,
chr12,ENSEMBL,gene,57512688,57512750,.,+,.,ENSG00000284152.1,miRNA,MIR6758,3,,,,,,,,,HGNC:50038,,,,,
chr12,ENSEMBL,transcript,57512688,57512750,.,+,.,ENSG00000284152.1,miRNA,MIR6758,3,GENCODE_Primary,ENST00000620653.1,miRNA,MIR6758-201,,,NA,,HGNC:50038,,,,,
chr12,ENSEMBL,exon,57512688,57512750,.,+,.,ENSG00000284152.1,miRNA,MIR6758,3,GENCODE_Primary,ENST00000620653.1,miRNA,MIR6758-201,1,ENSE00003719963.1,NA,,HGNC:50038,,,,,
chr12,ENSEMBL,gene,57519163,57519259,.,-,.,ENSG00000208028.1,miRNA,MIR616,3,,,,,,,,,HGNC:32872,,,,,
chr12,ENSEMBL,transcript,57519163,57519259,.,-,.,ENSG00000208028.1,miRNA,MIR616,3,GENCODE_Primary,ENST00000385293.1,miRNA,MIR616-201,,,NA,,HGNC:32872,,,,,
chr12,ENSEMBL,exon,57519163,57519259,.,-,.,ENSG00000208028.1,miRNA,MIR616,3,GENCODE_Primary,ENST00000385293.1,miRNA,MIR616-201,1,ENSE00001500299.1,NA,,HGNC:32872,,,,,
chr12,ENSEMBL,gene,57748618,57748682,.,-,.,ENSG00000283621.1,miRNA,MIR6759,3,,,,,,,,,HGNC:50063,,,,,
chr12,ENSEMBL,transcript,57748618,57748682,.,-,.,ENSG00000283621.1,miRNA,MIR6759,3,GENCODE_Primary,ENST00000638110.1,miRNA,MIR6759-201,,,NA,,HGNC:50063,,,,,
chr12,ENSEMBL,exon,57748618,57748682,.,-,.,ENSG00000283621.1,miRNA,MIR6759,3,GENCODE_Primary,ENST00000638110.1,miRNA,MIR6759-201,1,ENSE00003799254.1,NA,,HGNC:50063,,,,,
chr12,ENSEMBL,gene,57824609,57824692,.,-,.,ENSG00000207789.1,miRNA,MIR26A2,3,,,,,,,,,HGNC:31611,,,,,
chr12,ENSEMBL,transcript,57824609,57824692,.,-,.,ENSG00000207789.1,miRNA,MIR26A2,3,GENCODE_Primary,ENST00000385054.1,miRNA,MIR26A2-201,,,NA,,HGNC:31611,,,,,
chr12,ENSEMBL,exon,57824609,57824692,.,-,.,ENSG00000207789.1,miRNA,MIR26A2,3,GENCODE_Primary,ENST00000385054.1,miRNA,MIR26A2-201,1,ENSE00001500060.1,NA,,HGNC:31611,,,,,
chr12,ENSEMBL,gene,62260359,62260454,.,+,.,ENSG00000284360.1,miRNA,MIR6125,3,,,,,,,,,HGNC:49931,,,,,
chr12,ENSEMBL,transcript,62260359,62260454,.,+,.,ENSG00000284360.1,miRNA,MIR6125,3,GENCODE_Primary,ENST00000618986.1,miRNA,MIR6125-201,,,NA,,HGNC:49931,,,,,
chr12,ENSEMBL,exon,62260359,62260454,.,+,.,ENSG00000284360.1,miRNA,MIR6125,3,GENCODE_Primary,ENST00000618986.1,miRNA,MIR6125-201,1,ENSE00001358609.3,NA,,HGNC:49931,,,,,
chr12,ENSEMBL,gene,62603686,62603769,.,+,.,ENSG00000199179.3,miRNA,MIRLET7I,3,,,,,,,,,HGNC:31486,,,,,
chr12,ENSEMBL,transcript,62603686,62603769,.,+,.,ENSG00000199179.3,miRNA,MIRLET7I,3,GENCODE_Primary,ENST00000362309.3,miRNA,MIRLET7I-201,,,NA,,HGNC:31486,,,,,
chr12,ENSEMBL,exon,62603686,62603769,.,+,.,ENSG00000199179.3,miRNA,MIRLET7I,3,GENCODE_Primary,ENST00000362309.3,miRNA,MIRLET7I-201,1,ENSE00001437072.3,NA,,HGNC:31486,,,,,
chr12,ENSEMBL,gene,64622509,64622605,.,-,.,ENSG00000266016.3,miRNA,MIR548Z,3,,,,,,,,,HGNC:38929,,,,,
chr12,ENSEMBL,transcript,64622509,64622605,.,-,.,ENSG00000266016.3,miRNA,MIR548Z,3,GENCODE_Primary,ENST00000584743.3,miRNA,MIR548Z-201,,,NA,,HGNC:38929,,,,,
chr12,ENSEMBL,exon,64622509,64622605,.,-,.,ENSG00000266016.3,miRNA,MIR548Z,3,GENCODE_Primary,ENST00000584743.3,miRNA,MIR548Z-201,1,ENSE00002710834.3,NA,,HGNC:38929,,,,,
chr12,ENSEMBL,gene,64622509,64622605,.,+,.,ENSG00000207546.1,miRNA,MIR548C,3,,,,,,,,,HGNC:32800,,,,,
chr12,ENSEMBL,transcript,64622509,64622605,.,+,.,ENSG00000207546.1,miRNA,MIR548C,3,GENCODE_Primary,ENST00000384815.1,miRNA,MIR548C-201,,,NA,,HGNC:32800,,,,,
chr12,ENSEMBL,exon,64622509,64622605,.,+,.,ENSG00000207546.1,miRNA,MIR548C,3,GENCODE_Primary,ENST00000384815.1,miRNA,MIR548C-201,1,ENSE00001808994.1,NA,,HGNC:32800,,,,,
chr12,ENSEMBL,gene,66023620,66023726,.,-,.,ENSG00000276878.1,miRNA,MIR6074,3,,,,,,,,,HGNC:50060,,,,,
chr12,ENSEMBL,transcript,66023620,66023726,.,-,.,ENSG00000276878.1,miRNA,MIR6074,3,GENCODE_Primary,ENST00000612054.1,miRNA,MIR6074-201,,,NA,,HGNC:50060,,,,,
chr12,ENSEMBL,exon,66023620,66023726,.,-,.,ENSG00000276878.1,miRNA,MIR6074,3,GENCODE_Primary,ENST00000612054.1,miRNA,MIR6074-201,1,ENSE00003736016.1,NA,,HGNC:50060,,,,,
chr12,ENSEMBL,gene,66251082,66251157,.,+,.,ENSG00000284011.1,miRNA,MIR6502,3,,,,,,,,,HGNC:50062,,,,,
chr12,ENSEMBL,transcript,66251082,66251157,.,+,.,ENSG00000284011.1,miRNA,MIR6502,3,GENCODE_Primary,ENST00000617296.1,miRNA,MIR6502-201,,,NA,,HGNC:50062,,,,,
chr12,ENSEMBL,exon,66251082,66251157,.,+,.,ENSG00000284011.1,miRNA,MIR6502,3,GENCODE_Primary,ENST00000617296.1,miRNA,MIR6502-201,1,ENSE00003734441.1,NA,,HGNC:50062,,,,,
chr12,ENSEMBL,gene,69273157,69273218,.,-,.,ENSG00000283476.1,miRNA,MIR1279,3,,,,,,,,,HGNC:35357,,,,,
chr12,ENSEMBL,transcript,69273157,69273218,.,-,.,ENSG00000283476.1,miRNA,MIR1279,3,GENCODE_Primary,ENST00000636976.1,miRNA,MIR1279-201,,,NA,,HGNC:35357,,,,,
chr12,ENSEMBL,exon,69273157,69273218,.,-,.,ENSG00000283476.1,miRNA,MIR1279,3,GENCODE_Primary,ENST00000636976.1,miRNA,MIR1279-201,1,ENSE00003795296.1,NA,,HGNC:35357,,,,,
chr12,ENSEMBL,gene,69584722,69584823,.,-,.,ENSG00000264405.1,miRNA,MIR3913-1,3,,,,,,,,,HGNC:38884,,,,,
chr12,ENSEMBL,transcript,69584722,69584823,.,-,.,ENSG00000264405.1,miRNA,MIR3913-1,3,GENCODE_Primary,ENST00000577744.1,miRNA,MIR3913-1-201,,,NA,,HGNC:38884,,,,,
chr12,ENSEMBL,exon,69584722,69584823,.,-,.,ENSG00000264405.1,miRNA,MIR3913-1,3,GENCODE_Primary,ENST00000577744.1,miRNA,MIR3913-1-201,1,ENSE00002714662.1,NA,,HGNC:38884,,,,,
chr12,ENSEMBL,gene,69584723,69584822,.,+,.,ENSG00000283677.1,miRNA,MIR3913-2,3,,,,,,,,,HGNC:38953,,,,,
chr12,ENSEMBL,transcript,69584723,69584822,.,+,.,ENSG00000283677.1,miRNA,MIR3913-2,3,GENCODE_Primary,ENST00000637916.1,miRNA,MIR3913-2-201,,,NA,,HGNC:38953,,,,,
chr12,ENSEMBL,exon,69584723,69584822,.,+,.,ENSG00000283677.1,miRNA,MIR3913-2,3,GENCODE_Primary,ENST00000637916.1,miRNA,MIR3913-2-201,1,ENSE00003801049.1,NA,,HGNC:38953,,,,,
chr12,ENSEMBL,gene,79419257,79419321,.,+,.,ENSG00000221788.1,miRNA,MIR1252,3,,,,,,,,,HGNC:35365,,,,,
chr12,ENSEMBL,transcript,79419257,79419321,.,+,.,ENSG00000221788.1,miRNA,MIR1252,3,GENCODE_Primary,ENST00000408861.1,miRNA,MIR1252-201,,,NA,,HGNC:35365,,,,,
chr12,ENSEMBL,exon,79419257,79419321,.,+,.,ENSG00000221788.1,miRNA,MIR1252,3,GENCODE_Primary,ENST00000408861.1,miRNA,MIR1252-201,1,ENSE00001565496.1,NA,,HGNC:35365,,,,,
chr12,ENSEMBL,gene,80832533,80832629,.,-,.,ENSG00000207763.1,miRNA,MIR617,3,,,,,,,,,HGNC:32873,,,,,
chr12,ENSEMBL,transcript,80832533,80832629,.,-,.,ENSG00000207763.1,miRNA,MIR617,3,GENCODE_Primary,ENST00000385030.1,miRNA,MIR617-201,,,NA,,HGNC:32873,,,,,
chr12,ENSEMBL,exon,80832533,80832629,.,-,.,ENSG00000207763.1,miRNA,MIR617,3,GENCODE_Primary,ENST00000385030.1,miRNA,MIR617-201,1,ENSE00001500037.1,NA,,HGNC:32873,,,,,
chr12,ENSEMBL,gene,80935736,80935833,.,-,.,ENSG00000208022.1,miRNA,MIR618,3,,,,,,,,,HGNC:32874,,,,,
chr12,ENSEMBL,transcript,80935736,80935833,.,-,.,ENSG00000208022.1,miRNA,MIR618,3,GENCODE_Primary,ENST00000385287.1,miRNA,MIR618-201,,,NA,,HGNC:32874,,,,,
chr12,ENSEMBL,exon,80935736,80935833,.,-,.,ENSG00000208022.1,miRNA,MIR618,3,GENCODE_Primary,ENST00000385287.1,miRNA,MIR618-201,1,ENSE00001500293.1,NA,,HGNC:32874,,,,,
chr12,ENSEMBL,gene,81158388,81158461,.,+,.,ENSG00000265227.1,miRNA,MIR4699,3,,,,,,,,,HGNC:41636,,,,,
chr12,ENSEMBL,transcript,81158388,81158461,.,+,.,ENSG00000265227.1,miRNA,MIR4699,3,GENCODE_Primary,ENST00000578957.1,miRNA,MIR4699-201,,,NA,,HGNC:41636,,,,,
chr12,ENSEMBL,exon,81158388,81158461,.,+,.,ENSG00000265227.1,miRNA,MIR4699,3,GENCODE_Primary,ENST00000578957.1,miRNA,MIR4699-201,1,ENSE00002727222.1,NA,,HGNC:41636,,,,,
chr12,ENSEMBL,gene,94561789,94561859,.,+,.,ENSG00000266099.1,miRNA,MIR5700,3,,,,,,,,,HGNC:43521,,,,,
chr12,ENSEMBL,transcript,94561789,94561859,.,+,.,ENSG00000266099.1,miRNA,MIR5700,3,GENCODE_Primary,ENST00000582250.1,miRNA,MIR5700-201,,,NA,,HGNC:43521,,,,,
chr12,ENSEMBL,exon,94561789,94561859,.,+,.,ENSG00000266099.1,miRNA,MIR5700,3,GENCODE_Primary,ENST00000582250.1,miRNA,MIR5700-201,1,ENSE00002718789.1,NA,,HGNC:43521,,,,,
chr12,ENSEMBL,gene,94571231,94571352,.,-,.,ENSG00000283818.1,miRNA,MIR7844,3,,,,,,,,,HGNC:50044,,,,,
chr12,ENSEMBL,transcript,94571231,94571352,.,-,.,ENSG00000283818.1,miRNA,MIR7844,3,GENCODE_Primary,ENST00000616161.1,miRNA,MIR7844-201,,,NA,,HGNC:50044,,,,,
chr12,ENSEMBL,exon,94571231,94571352,.,-,.,ENSG00000283818.1,miRNA,MIR7844,3,GENCODE_Primary,ENST00000616161.1,miRNA,MIR7844-201,1,ENSE00003754227.1,NA,,HGNC:50044,,,,,
chr12,ENSEMBL,gene,94834398,94834513,.,+,.,ENSG00000283998.1,miRNA,MIR492,3,,,,,,,,,HGNC:32081,,,,,
chr12,ENSEMBL,transcript,94834398,94834513,.,+,.,ENSG00000283998.1,miRNA,MIR492,3,GENCODE_Primary,ENST00000638676.1,miRNA,MIR492-201,,,NA,,HGNC:32081,,,,,
chr12,ENSEMBL,exon,94834398,94834513,.,+,.,ENSG00000283998.1,miRNA,MIR492,3,GENCODE_Primary,ENST00000638676.1,miRNA,MIR492-201,1,ENSE00003802078.1,NA,,HGNC:32081,,,,,
chr12,ENSEMBL,gene,95308420,95308513,.,+,.,ENSG00000199172.3,miRNA,MIR331,3,,,,,,,,,HGNC:31772,,,,,
chr12,ENSEMBL,transcript,95308420,95308513,.,+,.,ENSG00000199172.3,miRNA,MIR331,3,GENCODE_Primary,ENST00000362302.3,miRNA,MIR331-201,,,NA,,HGNC:31772,,,,,
chr12,ENSEMBL,exon,95308420,95308513,.,+,.,ENSG00000199172.3,miRNA,MIR331,3,GENCODE_Primary,ENST00000362302.3,miRNA,MIR331-201,1,ENSE00001437065.3,NA,,HGNC:31772,,,,,
chr12,ENSEMBL,gene,95309923,95309984,.,+,.,ENSG00000265917.1,miRNA,MIR3685,3,,,,,,,,,HGNC:38886,,,,,
chr12,ENSEMBL,transcript,95309923,95309984,.,+,.,ENSG00000265917.1,miRNA,MIR3685,3,GENCODE_Primary,ENST00000579373.1,miRNA,MIR3685-201,,,NA,,HGNC:38886,,,,,
chr12,ENSEMBL,exon,95309923,95309984,.,+,.,ENSG00000265917.1,miRNA,MIR3685,3,GENCODE_Primary,ENST00000579373.1,miRNA,MIR3685-201,1,ENSE00002710101.1,NA,,HGNC:38886,,,,,
chr12,ENSEMBL,gene,97491909,97491978,.,+,.,ENSG00000221479.3,miRNA,MIR1251,3,,,,,,,,,HGNC:35317,,,,,
chr12,ENSEMBL,transcript,97491909,97491978,.,+,.,ENSG00000221479.3,miRNA,MIR1251,3,GENCODE_Primary,ENST00000408552.3,miRNA,MIR1251-201,,,NA,,HGNC:35317,,,,,
chr12,ENSEMBL,exon,97491909,97491978,.,+,.,ENSG00000221479.3,miRNA,MIR1251,3,GENCODE_Primary,ENST00000408552.3,miRNA,MIR1251-201,1,ENSE00001565187.3,NA,,HGNC:35317,,,,,
chr12,ENSEMBL,gene,97563812,97563911,.,+,.,ENSG00000207586.1,miRNA,MIR135A2,3,,,,,,,,,HGNC:31521,,,,,
chr12,ENSEMBL,transcript,97563812,97563911,.,+,.,ENSG00000207586.1,miRNA,MIR135A2,3,GENCODE_Primary,ENST00000384854.1,miRNA,MIR135A2-201,,,NA,,HGNC:31521,,,,,
chr12,ENSEMBL,exon,97563812,97563911,.,+,.,ENSG00000207586.1,miRNA,MIR135A2,3,GENCODE_Primary,ENST00000384854.1,miRNA,MIR135A2-201,1,ENSE00001499861.1,NA,,HGNC:31521,,,,,
chr12,ENSEMBL,gene,97939056,97939121,.,-,.,ENSG00000265861.1,miRNA,MIR4495,3,,,,,,,,,HGNC:41693,,,,,
chr12,ENSEMBL,transcript,97939056,97939121,.,-,.,ENSG00000265861.1,miRNA,MIR4495,3,GENCODE_Primary,ENST00000577562.1,miRNA,MIR4495-201,,,NA,,HGNC:41693,,,,,
chr12,ENSEMBL,exon,97939056,97939121,.,-,.,ENSG00000265861.1,miRNA,MIR4495,3,GENCODE_Primary,ENST00000577562.1,miRNA,MIR4495-201,1,ENSE00002688860.1,NA,,HGNC:41693,,,,,
chr12,ENSEMBL,gene,97995383,97995448,.,-,.,ENSG00000263890.1,miRNA,MIR4303,3,,,,,,,,,HGNC:38256,,,,,
chr12,ENSEMBL,transcript,97995383,97995448,.,-,.,ENSG00000263890.1,miRNA,MIR4303,3,GENCODE_Primary,ENST00000581299.1,miRNA,MIR4303-201,,,NA,,HGNC:38256,,,,,
chr12,ENSEMBL,exon,97995383,97995448,.,-,.,ENSG00000263890.1,miRNA,MIR4303,3,GENCODE_Primary,ENST00000581299.1,miRNA,MIR4303-201,1,ENSE00002722509.1,NA,,HGNC:38256,,,,,
chr12,ENSEMBL,gene,100189884,100189949,.,+,.,ENSG00000221476.2,miRNA,MIR1827,3,,,,,,,,,HGNC:35391,,,,,
chr12,ENSEMBL,transcript,100189884,100189949,.,+,.,ENSG00000221476.2,miRNA,MIR1827,3,GENCODE_Primary,ENST00000408549.2,miRNA,MIR1827-201,,,NA,,HGNC:35391,,,,,
chr12,ENSEMBL,exon,100189884,100189949,.,+,.,ENSG00000221476.2,miRNA,MIR1827,3,GENCODE_Primary,ENST00000408549.2,miRNA,MIR1827-201,1,ENSE00001565184.2,NA,,HGNC:35391,,,,,
chr12,ENSEMBL,gene,103930425,103930555,.,+,.,ENSG00000284503.1,miRNA,MIR3652,3,,,,,,,,,HGNC:38894,,,,,
chr12,ENSEMBL,transcript,103930425,103930555,.,+,.,ENSG00000284503.1,miRNA,MIR3652,3,GENCODE_Primary,ENST00000579335.1,miRNA,MIR3652-201,,,NA,,HGNC:38894,,,,,
chr12,ENSEMBL,exon,103930425,103930555,.,+,.,ENSG00000284503.1,miRNA,MIR3652,3,GENCODE_Primary,ENST00000579335.1,miRNA,MIR3652-201,1,ENSE00002730097.1,NA,,HGNC:38894,,,,,
chr12,ENSEMBL,gene,104591633,104591716,.,+,.,ENSG00000264295.1,miRNA,MIR3922,3,,,,,,,,,HGNC:38895,,,,,
chr12,ENSEMBL,transcript,104591633,104591716,.,+,.,ENSG00000264295.1,miRNA,MIR3922,3,GENCODE_Primary,ENST00000585192.1,miRNA,MIR3922-201,,,NA,,HGNC:38895,,,,,
chr12,ENSEMBL,exon,104591633,104591716,.,+,.,ENSG00000264295.1,miRNA,MIR3922,3,GENCODE_Primary,ENST00000585192.1,miRNA,MIR3922-201,1,ENSE00002702260.1,NA,,HGNC:38895,,,,,
chr12,ENSEMBL,gene,108635810,108635870,.,+,.,ENSG00000284388.1,miRNA,MIR4496,3,,,,,,,,,HGNC:41569,,,,,
chr12,ENSEMBL,transcript,108635810,108635870,.,+,.,ENSG00000284388.1,miRNA,MIR4496,3,GENCODE_Primary,ENST00000635896.1,miRNA,MIR4496-201,,,NA,,HGNC:41569,,,,,
chr12,ENSEMBL,exon,108635810,108635870,.,+,.,ENSG00000284388.1,miRNA,MIR4496,3,GENCODE_Primary,ENST00000635896.1,miRNA,MIR4496-201,1,ENSE00003795302.1,NA,,HGNC:41569,,,,,
chr12,ENSEMBL,gene,108836908,108837006,.,-,.,ENSG00000207622.1,miRNA,MIR619,3,,,,,,,,,HGNC:32875,,,,,
chr12,ENSEMBL,transcript,108836908,108837006,.,-,.,ENSG00000207622.1,miRNA,MIR619,3,GENCODE_Primary,ENST00000384890.1,miRNA,MIR619-201,,,NA,,HGNC:32875,,,,,
chr12,ENSEMBL,exon,108836908,108837006,.,-,.,ENSG00000207622.1,miRNA,MIR619,3,GENCODE_Primary,ENST00000384890.1,miRNA,MIR619-201,1,ENSE00001499897.1,NA,,HGNC:32875,,,,,
chr12,ENSEMBL,gene,109833348,109833436,.,+,.,ENSG00000263510.1,miRNA,MIR4497,3,,,,,,,,,HGNC:41737,,,,,
chr12,ENSEMBL,transcript,109833348,109833436,.,+,.,ENSG00000263510.1,miRNA,MIR4497,3,GENCODE_Primary,ENST00000583208.1,miRNA,MIR4497-201,,,NA,,HGNC:41737,,,,,
chr12,ENSEMBL,exon,109833348,109833436,.,+,.,ENSG00000263510.1,miRNA,MIR4497,3,GENCODE_Primary,ENST00000583208.1,miRNA,MIR4497-201,1,ENSE00002712967.1,NA,,HGNC:41737,,,,,
chr12,ENSEMBL,gene,111304142,111304209,.,+,.,ENSG00000273700.1,miRNA,MIR6760,3,,,,,,,,,HGNC:49955,,,,,
chr12,ENSEMBL,transcript,111304142,111304209,.,+,.,ENSG00000273700.1,miRNA,MIR6760,3,GENCODE_Primary,ENST00000617342.1,miRNA,MIR6760-201,,,NA,,HGNC:49955,,,,,
chr12,ENSEMBL,exon,111304142,111304209,.,+,.,ENSG00000273700.1,miRNA,MIR6760,3,GENCODE_Primary,ENST00000617342.1,miRNA,MIR6760-201,1,ENSE00003721149.1,NA,,HGNC:49955,,,,,
chr12,ENSEMBL,gene,111799834,111799905,.,+,.,ENSG00000274697.1,miRNA,MIR6761,3,,,,,,,,,HGNC:49949,,,,,
chr12,ENSEMBL,transcript,111799834,111799905,.,+,.,ENSG00000274697.1,miRNA,MIR6761,3,GENCODE_Primary,ENST00000617899.1,miRNA,MIR6761-201,,,NA,,HGNC:49949,,,,,
chr12,ENSEMBL,exon,111799834,111799905,.,+,.,ENSG00000274697.1,miRNA,MIR6761,3,GENCODE_Primary,ENST00000617899.1,miRNA,MIR6761-201,1,ENSE00003741377.1,NA,,HGNC:49949,,,,,
chr12,ENSEMBL,gene,112037599,112037715,.,-,.,ENSG00000266370.1,miRNA,MIR3657,3,,,,,,,,,HGNC:38906,,,,,
chr12,ENSEMBL,transcript,112037599,112037715,.,-,.,ENSG00000266370.1,miRNA,MIR3657,3,GENCODE_Primary,ENST00000584818.1,miRNA,MIR3657-201,,,NA,,HGNC:38906,,,,,
chr12,ENSEMBL,exon,112037599,112037715,.,-,.,ENSG00000266370.1,miRNA,MIR3657,3,GENCODE_Primary,ENST00000584818.1,miRNA,MIR3657-201,1,ENSE00002710081.1,NA,,HGNC:38906,,,,,
chr12,ENSEMBL,gene,112163258,112163321,.,-,.,ENSG00000283793.1,miRNA,MIR6861,3,,,,,,,,,HGNC:50129,,,,,
chr12,ENSEMBL,transcript,112163258,112163321,.,-,.,ENSG00000283793.1,miRNA,MIR6861,3,GENCODE_Primary,ENST00000618657.1,miRNA,MIR6861-201,,,NA,,HGNC:50129,,,,,
chr12,ENSEMBL,exon,112163258,112163321,.,-,.,ENSG00000283793.1,miRNA,MIR6861,3,GENCODE_Primary,ENST00000618657.1,miRNA,MIR6861-201,1,ENSE00003712608.1,NA,,HGNC:50129,,,,,
chr12,ENSEMBL,gene,112695034,112695176,.,-,.,ENSG00000283507.1,miRNA,MIR1302-1,3,,,,,,,,,HGNC:35293,,,,,
chr12,ENSEMBL,transcript,112695034,112695176,.,-,.,ENSG00000283507.1,miRNA,MIR1302-1,3,GENCODE_Primary,ENST00000637932.1,miRNA,MIR1302-1-201,,,NA,,HGNC:35293,,,,,
chr12,ENSEMBL,exon,112695034,112695176,.,-,.,ENSG00000283507.1,miRNA,MIR1302-1,3,GENCODE_Primary,ENST00000637932.1,miRNA,MIR1302-1-201,1,ENSE00003792231.1,NA,,HGNC:35293,,,,,
chr12,ENSEMBL,gene,113159113,113159177,.,-,.,ENSG00000276908.1,miRNA,MIR7106,3,,,,,,,,,HGNC:50085,,,,,
chr12,ENSEMBL,transcript,113159113,113159177,.,-,.,ENSG00000276908.1,miRNA,MIR7106,3,GENCODE_Primary,ENST00000612419.1,miRNA,MIR7106-201,,,NA,,HGNC:50085,,,,,
chr12,ENSEMBL,exon,113159113,113159177,.,-,.,ENSG00000276908.1,miRNA,MIR7106,3,GENCODE_Primary,ENST00000612419.1,miRNA,MIR7106-201,1,ENSE00003747972.1,NA,,HGNC:50085,,,,,
chr12,ENSEMBL,gene,113291523,113291608,.,+,.,ENSG00000274822.1,miRNA,MIR6762,3,,,,,,,,,HGNC:50168,,,,,
chr12,ENSEMBL,transcript,113291523,113291608,.,+,.,ENSG00000274822.1,miRNA,MIR6762,3,GENCODE_Primary,ENST00000613340.1,miRNA,MIR6762-201,,,NA,,HGNC:50168,,,,,
